comment,rating_star
Sangat tidak sesuai dengan saya.  Nanah terbesar pernah naik kat muka saya seumur hidup lepas pakai product ni la. Mmg sangat x ok. Sampai skang pedih lg nanah Masih dok membesar tegang sangat. Nak kena pergi jumpa doktor pula kalau makin besar. Sangat sangat nyesal beli ..sampai Dua lak tu👎👎👎👎,0
ingat kn sama dlm video warna mera skali smpai warna hitam gelap woii lpastu xde cod lgi nk oder supaya cntik kulit kot” makin rosak 😂 rugi saja oder xde cod seram,0
dah tanya cara guna peoduk tp tiada penjelasan. terpaksa google cari. result kulit jadi gatal gatal.. x tahu apa benda dlm produk ni. hati hati guys,0
"Absorption:order barang lain, tapi gantikan dengan yang lain. kalau barangnya takde bagitau la bukan suka hati nak tukar",0
"Absorption:unknown
Skin Suitability:unknown

The color is black, not red like in the picture and YouTube videos, I did ask.. and seller say that it will not affect the functionality and benefits of the product. I'm still unsure🥲 what a waste of money. Should buy the ordinary peeling product😭",0
"Absorption:tak ada rasa pedih pun tapi kulit jadi rosak teruk
Skin Suitability:tak sesuai untuk kulit sy

Muka teruk mnyesal pakai penuh biji2 jerawat pasir. Sebelum pakai skin normal jaa. Mnyesal aku beli.  Tanya seller knapa warna pelik bukan wara merah atau maroon dia jawab pula mcm x bertanggung jawab! Seram doh ! Ko bagi aku fake ka apa.",0
Order yang lain tapi dapat set lain. Nak refund pun proses dia renyah jugak so takpalaaa. Yang pasti kecewa juga dengan seller sebab post produk yang salah.,0
"Absorption:-
Skin Suitability:-

Idk .. the colour of the peeling solution was brownish , which was not even maroon or red . Kinda waste of money .. didn't even dare to use it.tq",0
Skin Suitability:abis muka bintik2 kluar 😭😭xpnh jd mcm ni .,0
Dah pakai beberapa kali macam tak berkesan je,0
Bad customer service,0
Penghantaran sgt lambat,0
Barang lama sampai!!!,0
palsu,0
"Absorption:okay
Skin Suitability:okay

received in good condition.. tp mcm dah oxidised.. color coklat n bau pun busuk.. pakai sekali je huhu",0
Mengapa warna peeling serum nya warna coklat bukann merah kerr dan bauu nya tidak sebaguss yangg saya baru beli sebelumm ini,0
"Absorption:so so

Is ok. No skin irritation but also don't see any difference  at all. Quite disappointed",0
smapai dengan selamat tapi lepas pakai muka jadi kusam taktau la maybe tak sesuai sebab % tinggi sangat,0
Color lain dari beli sebelum ni.xclear.seller kata maybe sbb kena matahari.tapi mcm rosak,0
Peeling solution bukan color merah mcm biasa tengok. Color coklat..xsure quality dia ok ke x,0
Bukan ke dia wrna merah ke 😅 tpi knpa saya dpt wrna nk hitam2 cmtu.. bau sebijik mcm mnyk telon baby.. ada rasa berangin mcm mnyk telon bby.. mmg cmtu ke..,0
"Absorption:meresap
Skin Suitability:textured

cantik comel okay best mantap cun melecun nice boleh lah beli ya you alls hehe",0
Lip serum is a big NO for me. My lips feel heavy and uncomfortable! I don’t get why people say it’s good. But I love the peeling solution. It smells great and doesn’t feel itchy at all when applied. I also love the after-effects—my skin feels so smooth!,1
"Skin Suitability:XTAU
Absorption:Good

Sy beli dlm live... Sy tgk masa dlm live kaler dia merah...
Sy tgk watson pun sama, kaler merah..
Tgk dlm iklan pun merah.. Bila sy beli... Kaler dia mcm dark brown.. Tny seller yg jual dlm live... Kata ini produk dr HQ..mmg original.. 
Betul ke sy beli ney ori? Atau fake? Sbb kotak dia xd barcode spt kotak ori",1
"1. Packaging : Worst (packing kosong no bubble wrap or anything. Might cause product damage) nasib sampai dengan selamat juga. Please improve packaging.

2. Baru nak cuba product baru skintific.",1
serum sampai dengan selamat tapi warna dia coklat . isn’t supposed to be red ? fake ke or yang lama ? idk abt this product tbh…,1
"Skin Suitability:xthu xnk lg kesan dia

Da paki setiap 2 mlm beturut2 tp mcm xde nmpk kesan dia langsung 😅 seller ckp 2 or 3x smgu kpi tp kita nk cpt nmpk perubahan to…tp ne hr ke 2 still xde nmpk…bau haraum tp menyengat sikit bau dia to…",1
"Absorption:ya
Skin Suitability:ya

A little bit upset the product was good but delay",1
"Skin Suitability:tak sesuai dengan kulit
Absorption:tiada perubahan positif

Dah 3 minggu pakai tak de kesan yang baik malah jerawat pula tumbuh..kulit jadi kasar menggerutu, jerawat pasir dan whitehead tumbuh banyak..set glowing pun I pakai dah 11 bulan takde kesan ape, still kusam..toner pink tak bagus sebab buat jerawat makin banyak",1
"Absorption:ok
Skin Suitability:ok

Saya tak tahu la pkai ni rasa gatal2 pedih pn ada esok naik jerawat..sblm ni muka xde jerawat mgk tidak ssuai dgn skin sy..",1
"Skin Suitability:idk
Absorption:fast

Tengok kt T.T serum dia kaler merah .. sampai ke aku kaler dia hitam 😭 and bau macam bau mint pudina. Taktahu la this is fake one or ori sebab beli dri official shop. Pakai kat muka jadi merah2 after cuci. Baru 2 kali pakai.",1
"Absorption:cepat

1st try xda effect apa.. kena pkai 2-3kali lagi bru ada hasil kot. Seller tlg bagi secure lg bungkusan ye. Xda wrap or bubble wrap. Nasib x jd apa.",1
"Skin Suitability:so far okey je. Packaging pon hellokkk je

Barang lambat sampai. 2 hari dekat logistics penawar. Tapi tak sampai"" rumah. 2 hari barang ulang alik logistics je",1
"Skin Suitability:Tiada kesan
Absorption:Tiada kesan

Mempunyai produk tiruan dlm pasaran tanpa ad sesuatu yg boleh dibendung..
Tidak menyakinkan produk yg dijual ori or fake
Gambar tiada kaitan dgn produk",1
"Absorption:ok
Skin Suitability:ok

alhamdulillah barang sampai dah tapi dah try, ok kot 🤣🤣🤣 baru pakai sekali kita tunggu pakai kali kedua pula 😪😪😪😪😪",1
"Skin Suitability:ok je
Absorption:macam biasa

Nak tanya kenapa texture dia warna coklet dan tak kemerahan macam dalam video ye? Tq",1
Peeling solution tidak Sama seperti dlam video. Perubahan warna sgt ketra bukan warna merah seperti YG saya nAk. Tq👍,1
"brg smpai dlm keadaam elok ja , tak cuba lagi harap oke ja . tpi kenapa mcm tak full ? but overall okay ja",1
Packaging kurang memuaskan. Sebab tk guna bubble wrap just letak macam tu je. Kalau pecah??? Sangat tak secure ya. Just repeat order.,1
"Tah tahu lah nak cakap apa kualiti barang.. Buka cap, terus melompat spring tu dgn tempat oles bibir tu. Nak pasang balik pun tak dapat. Spring tu tetap mcm tu. So tak tahu lah kualiti lip serumnya macam mana. Tak boleh nak try guna.",1
Cenggitu je die post. Xde bubblewrap.kalau pecah? Lehhh,1
Need to improve in packaging.. luckily the item not broken..,1
"I received the parcel without extra bubble wrap inside, so sad :(",1
Penghantaran sampai cepat cuma kenapa tidak simpan dlm kotak supaya barang tidak kemek dan rosak,1
"Skin Suitability:have t tried yet

Received. Fast delivery. Thank you",1
"Have yet to try tapi macam gitu je courier. No bubble wrap etc. Botol kaca.
Maybe can improve on courier packaging?",1
Bau busuk gilaaa sampai pening kepala aku + lepas pakai ni muka naik jerawat.,1
Skin Suitability:mungkin tak sesuai dgn kulit muka.. muka rasa pedih2 selepas guna.,1
Packaging + kotak produk koyak.. packaging x tebal,1
"Skin Suitability:No effects
Absorption:Insignificant

Not effective",1
"Skin Suitability:not sure…tak cuba lagi

Kalau dah cuba,,saya akan bagitau nanti macam mana result dia okey..",1
"Skin Suitability:x cuba lg
Absorption:x cuba lg

Kenapa tidak kale merah seperti yg diiklankan? Seakan kale brown gelap.. x merah mcm dlm iklan..",1
protection x de ke balut wrap,1
Skin Suitability:tgk kat tiktok ramai sgt review  pasal peeling ni jadi baru nk try..,1
packaging dia agak merisaukan yee sebab,1
"Haven't tried
Fast delivery",1
"Skin Suitability:xpasti

Kulit jadi mengelupas. Dh berapa hari dh x hilang2. Rimas pulak. Klu baca peeling tu proses nk adapt tapii dkt seminggu dh mengelupas.",1
Barang suda sampai..first time guna..harap ngam dgn sya,1
Skin Suitability:harap berkesan. so far x nmpk perubahan lg,1
"Absorption:okay
Skin Suitability:okay

Received item accordingly. But unfortunately kat kotak ada kemik sikit. Mungkin lepasni seller boleh tampal sticker fragile",1
I beli punya la byk barang tapi pack mcm sampah... letak dalam kotak mcm tu no bubble wrap! Nothing just kotak dan kertas dkt bahagian bwh kotak! Nasib baik barang semua ok if kotak ni org baling2 barang mesti semua jatuh! Tadi i bukak kotak pun kotaknya dh koyak teruk dh blh nmpk dlm gambar tu! Barang mahal tapi tk blh ke nk buat packing barang pelanggan elok2?,1
beli d shopee mall.. tapi bngkusan mmg xmemuaskan.cmtu je dia packing. baik beli dekat kedai biasa.,1
"Absorption:okay
Skin Suitability:okay

I wonder the colour should be red is it? But received the black solution. I don’t know still can use or not. The exp date is 2027. Someone can help",1
"Skin Suitability:not sure
Absorption:not bad

Tak pasti kenapa saya dapat peeling solution tu colour black tengok orang buat review colour merah pekat. Fake ke????",1
Skin Suitability:penghantaran terbaik,1
Barang lambat sampai,1
Skin Suitability:good,1
Baru nak try,1
"Absorption:belum try
Skin Suitability:bekas acne and combation

Viral dekat tiktok boleh sekatakan tone kulit and bg hilang bekas2 hitam kat muka so yeaahh will try it penghantaran yang laju and seller yang pantas menghantar barang",2
"Absorption:good
Skin Suitability:for now it is suitable for my skin, no irritation

Pertama kali pakai jadi belum tahu resultnya macam mana, setakat nie penyerapan ke muka bagus, muka rasa lembut lepas pakai. Harap-harap ini dapat bg result yg baik untuk mukaku.",2
"Skin Suitability:Not try yet
Absorption:Not try yet

Barang telah selamat sampai.. Perhantaran agak pantas.. Beli mase offer hari gaji.. Dapat jimat banyak.. Harap dapat membantu mengatasi masalah kulit kawan saya.. Akan repeat lagi kalau berkesan.",2
"Tq seller barang dh smpai dgn selamat.bungkusan sgt bagus.first time beli dan Cuba,harap serasi",2
"Skin Suitability:Just wore once ll update if anything change on my face
Absorption:fast absorb and tingling on skin

I saw on ads reviews the colour of the solution re blood red somehow mine look like oxidized blood. Smell like medicine. Since its my first time using aha bha peeling solution so i wore it just for a min and wash it off with water and applied moisturiser. So far theres no bad reactions a day after wore it.",2
"Skin Suitability:Oily skin
Absorption:Belum try

1st time purchase this, but abit disappointed on the packaging, seller didn't pack it with bubble wrap",2
"Skin Suitability:ok
Absorption:ok

Sudah 2 x try... Belum nampak apa2 kesan lagi. Harap ada perubahan yg lebih baik lpas kerap guna nnt",2
"Absorption:good
Skin Suitability:good

Terima product skintific dalam keadaan baik ..fast delivery thanks you seller.. recommendation...",2
"Skin Suitability:good
Absorption:good

Penghantaran pantas.. baru seminggu lebih pakai, xnampak perubahan apa lg .",2
"Skin Suitability:tkpasti
Absorption:ok

Anyone got the same?warna hitam kicap.kecewa product tak mcm expectations.ada yg ckp sbb dh oxidized.beli time sale 12.12 harga mmg la murah",2
"Absorption:Fast absorb
Skin Suitability:Not suit for my sensitive skin

Items received in good condition. But it is not suit for my skin that very sensitive. My skin became itchy right after applied the peeling solution.",2
barang sudah sampai dengan selamat and semua ok peeling ni saya baru nak try first pakai memang pedih gila after bilas rasa smooth je tq,2
"Haven’t try yet . Thank you for fast response .. 
the packaging was ok .",2
"Skin Suitability:kulit berminyak

Bau dia sangat lah kuat bila pakai dh cuci pun bau dia masih ada
Ada rasa gatal2 masa pakai, mungkin tak kena dgn kulit
Guna 2-3 kali sahaja waktu mlm",2
"Absorption:first time nk guna
Skin Suitability:maybe okY

No bunble wrap at all. Nasib barang okay",2
"Skin Suitability:tak tau lagi
Absorption:ok

Bau dia tak minat lah. Bau tak sedap. Ntah lah.  Bau masam2 gitu.",2
"Absorption:ok
Skin Suitability:belum cuba

Barang datang dalam keadaan baik dan cepat.terima kasih",2
"Absorption:Have not tried
Skin Suitability:have not tried

Ordered on 31 October 
Seller ships out on 31 October 
Received on 2 November
Thank you Seller
Packaging very very bad👎🏻👎🏻👎🏻
Luckily products not broken and in good condition 
Only the cover , no bubble wrap
And no free gifts at all",2
"Skin Suitability:okay
Absorption:good

Satu je yang bau wangi dia kuat sangat macam bai perfume. Takde rasa sakit waktu pakai. Kesan dia biasa je",2
Wah thanks you barang dah sampai dengan keadaan baik penghantaran dengan cepat muaskan.,2
"Not yet try...Hopefully work on my skin...

Seller fast delivery the item，but quite disappointed receive this box",2
Penghantaran okey.tak lambat tak cepat.tak cuba.lagi.nanti boleh try.harga okey dapat diskaun,2
"Skin Suitability:good
Absorption:good

Dah unboxing.. packaging baik & kemas..dh try jugak..tgu keberkesanan saja lagi..tq seller..",2
"Skin Suitability:Ok takde la efek negetif kering sebagainya
Absorption:Good

Setelah maintain seminggu 2,3 kali selamat sebulan.. Tiada efek yg wow di wajah.. Cuma jerawat semakin malu.. Parut jeragat belum dpt di fix.. Mungkin memerlukan masa lagi",2
"Skin Suitability:oily to combination.
Absorption:it doesn’t absorb but easy to apply on skin. Doesn’t sticky either.

Idk if it’s working slow on my skin/face or what but the results are not as good as other users. It is making my skin smooth tho after the routine - up until morning. But that’s that. The rest idk if it’s working wonders or not.",2
"Skin Suitability:suitable for my combination skin
Absorption:fast absorption

tot will see peeling after using but surprisingly no. cant really feel any improvement yet (js used twice)... hopefully will help in reducing pore size. but can feel skin tighten up right after applying, tho duno if effect stays on for long. lol",2
"Skin Suitability:so so
Absorption:okay

idk but i got pimple after i used the peeling solution, idk whats the reason, maybe i would try again for the second time to see if it reacts the same as my first time use it",2
"Skin Suitability:belum cuba so tak boleh comment banyak

Packaging dia tak secure sbb takda bubble wrap. Nasib tak pecah je ☹️ seller kena improve sikit kot.",2
"Absorption:yes
Skin Suitability:yes

Repeat kali ke 2 dh 2botol pakai ni memang very recommended, good untuk skin combination. Sangat terbaik",2
"Skin Suitability:Good

Make my face glowing after applying the peeling",2
"parcel arrived, idk if its like too strong or what, my skin get irritate and swollen a bit after using it haha eventhough im only use for a minute its quite funny, luckily it doesnt worse, but i'll give it another try we see if its okay or not, go for the g2g or eformula for the better price i think",2
Tq seller. I haven't try it yet. Hopefully this product suitable for my skin !,2
"Skin Suitability:pedih

Mula-mula pakai pedih pada kulit muka..rasa merenyam sikit ini botol yang kedua. Untuk dapat hasil kena tunggu lama juga. Perubahan ketara jerawat baru naik mati terus tapi ada tinggal parut merah.",2
"Absorption:barang sampai dengan selamat tq seler
Skin Suitability:bru first time nak guna jdi no komen",2
Has not tried out the product yet. Product arrived in good condition,2
"Skin Suitability:All skin type
Absorption:Not try yet

For acne, scars, dull, dry skin
Not try yet
I will update after 1st usage
Well packed by seller
Hope this Acid Peeling can help reduce my scars with this exfoliate",2
"Skin Suitability:belum mencuba
Absorption:belum mencuba

Bru nk mencuba. Harap serasi. Delivery ok. Cuma shopee sblum ni laju cam TT skrg biashe2 je.",2
"barang sampai dalam keadaan selamat dan baik 
baru nak try pakai semoga berkesan",2
"Absorption:not sure.
Skin Suitability:not sure.

Beli puluh2 ringgit 2 botol bg plastik gini je seller.haha.apala.bgila kotak.dhla posmen lempar gitu je barang..mujur tak pecah.seller lain bli brg singgit pun buh kotak elok je.apala..",2
"Skin Suitability:dry

selamat sampai..belum cuba lg..harap sesuai dgn kulit muka",2
"Skin Suitability:akan update lps guna nnti

Brg sampai tp packaging krg.hrp seller bole upgrade safety packaging lps ni.mmg brg sampai pd saya tk pecah tp hrp alert utk seller dan buyer tk alami kerugian.",2
"Absorption:ok
Skin Suitability:first time try

harap ok dgn kulit",2
"dah sampai harap berkesan .
xpasti color memang mcm ni dark purple bkn merah darah seperti dlm iklan",2
"Absorption:ok
Skin Suitability:not sure

Just 1st try.. not much improvement.. a little bit stronger than the g2g peeling.. hopefully works..",2
Tak sure produk ori ke tak sebabnya sticker dia tampal senget. Mcm brg bli kt petaling street plk..haha,2
"Perna try yang jual kat Watson buat kulit rasa halus warna merah pekat,tapi yang ni warna agak hitam cair sikit banding yang di watson harap ok juga di kulit.",2
Sedap disedut sejuk mencucuk kepala hingga ke otak lalu diproses turun ke perut dan dineutralkan menjadi kentut,2
"Nasib x pecah ...plastik parcel terkoyak sampai ke kotak ""peeling solution....""",2
"Skin Suitability:-
Absorption:-

seller tolong at least balut barang dgn bubble wrap, beli ratus2 please bungkus elok sikit. betul courier yang handle parcel bukan under your control tapi awal2 you juga kena pack secure sikit sebab barang you mostly botol kaca",2
"Absorption:perhantaran pantas,firstime beli xcuba lg",2
"Absorption:good
Skin Suitability:not sure yet

After first application can feel a slight tingle of sting. Don't leave it too long. 5min maximum. Will continue to use 3-4 times a week. Not sure on results yet.",2
"receive with good condition. 
dah try sekali.. xde rasa merenyam seperti yg gembar gembur kan.. pakai seminit xde rasa apa terus kan pemakaian hingga 5 minit n still nothing.. xde rasa apa2..
esok luse kita pakai lg tgok mcmner peginya",2
Brg dah smpi. Pnghntran cpt je.. baru nak try pakai peeling.. hrp serasi dgn kulit.. tq seller,2
Barang dah selamat sampai .belum cuba lagi .harap sesuai la dengan kulit saya..tq seller...,2
"Absorption:baru cuba taktahu lagi
Skin Suitability:macam sesuai

Barang sampai dalam keadaan baik",2
"Alhamdulillah brg sampai dgn selamat.
1st time nak pakai.
Mudah²an sesuai.",2
"Skin Suitability:7/10
Absorption:10/10

serum ok. Pedih dekat tempat yg bertiny bumps or i might say yg tak clear skin lah. Havent seen proper result. Moisturizer, is it just me or why is it soooo lambat bagi result . everything else is ok. will do update selepas dpt perbezaan",2
"Okay je, tapi yg stick tu,tak tau lah,dulu pernah beli yg wrna hijau tu, pun masalah gg sama,tak lama lepas pakai tak dapat nak naik and turunkan product tu,yg pink ni pun sama. Tpi yang lain okay je",2
so far pakai boleh lah cerahkan sikit kulit yg kusam tu tapii untuk jerawat tak sgt not sure untuk kulit mcm i..we never no🤷🏻‍♀️,2
"So far the result is fine. Maybe need to wait few more weeks to see the result. If satisfied, I will repeat.",2
"Skin Suitability:not trying yet
Absorption:not trying yet

Belum cuba lgi sbb moisturizer belum smpai beli asing²",2
Barang ok.. Terima kasih.. Maaf video Dan gambar tiada kena mengena dengan brg..,2
"Skin Suitability:sensitive
Absorption:yes

Still waiting for progress, use for 2 weeks..",2
"No additional bubble wrap, just an envelop wrap with bubble pad.",2
Skin Suitability:serum berwarna ungu gelap bukan bwarna merah,2
"Skin Suitability:suits my skin

Fragrance smell too strong",2
"Dunno why my skin look dark after try this one 😅,
Not suit for my skin maybe
thanks seller I'm buying this",2
"Skin Suitability:belum guna
Absorption:belum guna

Harap sesuai... Terima kasih semua",2
Belum try lagi padu mantopppp terima kasih. Banyak dah produk skintific ni,2
"Skin Suitability:1st time

1st nk cuba. harap sesuai dgn kulit muka. Kalau hasil ok bakal beli lagi",2
"Absorption:first time user

I hope my skin okay to use this brand 🥰",2
Skin Suitability:barang sampai dngn selamat,2
"Absorption:not sure
Skin Suitability:also not sure

Below gara2 trends d tiktok..termakan habuan...kena Cuba dlu..klo berkesan akan repeat order",2
Try sbb viral serum berdarah . Effect belum nmpk lg btw seller .,2
"Igtkn nk review selepas guna,tpi mls nk type bnyak laki,ap2 pun terima kasih siller brg sama mcm dalam gambar",2
"Skin Suitability:blm cuba

baru bak cuba hrp sesuai lah dgn kulit anak",2
Dah cuba utk kulit saya ok je serasi cuma takde la effective terus still ada PIE tu cuma kulit jadi lebih soft la,2
It's black in colour. Is it normal? 😰,2
"Absorption:ok
Skin Suitability:ok

Belom try",2
tak try lagi hopefully suitable for my skin n excited to try😍,2
blm cuba lagi. harap ok lah.,2
Beli masa live. Cakap ada free gift. Tapi tkde pon hmmm.,2
"Absorption:baru start pakai
Skin Suitability:sesuai

Thank you Thank you. Thank Thank Thank you Thank you Thank you",2
Bru 1st time try..xtw lagi apa kejadian nxt next.. I apply sikit sikit jaa dulu dlm 4titik gitu then apply kat muka...hope okey la mcm yg dlm video ² org review tuu..,2
Skin Suitability:Belum try dan baru nak try .. so tak boleh kata apa dulu .. tgk result kemudian nnt ..,2
"Skin Suitability:oily

Blm try lgi tpi menyesal beli awal"" sbb dpt lebih mhl dri yg skrg ni 😭😭🤣🤣",2
"Terima kasih seller, terima kasih abg pos, maaf gmbr tiak kna mngena",2
No 5 star given as not yet unboxed. Hopefully it works as advertised.,2
"baru pakai sekali..lepas cuci muka, kulit jd lembut..",2
Baru nk try...harap sesuai dgn kulit....tq seller.........,2
"Absorption:good absorption
Skin Suitability:at first it did not burn at all and then 2nd apply starting to burn abit

Hopefully it really works for my skin,will update again after 2 weeks",2
"Absorption:Not try yet
Skin Suitability:Hopefully okay

Penghantaran okay. Beli dapat harga rendah juga. Hopefully okay dengan skin saya.",2
"Skin Suitability:Not sure
Absorption:not sure

My 1st time buy the product..harap serasi la dgn kulit muka saya..akan bagi feedback bila sudah guna nanti..Tq seller.. Recommend shop..",2
"Skin Suitability:ok
Absorption:yes

Ok slese pakai lah sangat cantik dan size pun ngam elok oke",2
Hai seller barang dah selamat sampai. Semua dalam keadaan baik. Baru kli petama nk cuba harap menjadi la. Klau ok sya akan bli lagi terima kasih,2
So far saya pakai okay je. Dah 4 kali guna (seminggu sekali). Takde irritation pada kulit. Tapi warna dia tak macam yang saya selalu tengok. Warnanya agak gelap sedikit. Saya tak sure warna mana yang authentic.,2
"baru je nk pakai hrini , normal ke warna mcm ni ? bkn ke sepatutnya warna merah . dh chat admin tp katanya boleh guna , kita was2 nk guna😭😭",2
"Absorption:good
Skin Suitability:good

Beli waktu live dpt murah . baru try pakai sekali ,terasa tegang elok je muka . pakai seminit je tau . Harap sesuai dgn muka n boleh repeat lagi 👍🏼👍🏼👍🏼",2
"Superfast delivery.. beli time promo dlm live. First time beli peeling solution ni. Tgk dlm video n gambar warna merah. Pastu bila first time pakai mcm ada sakit² sikit. Tapi bila aku pakai tkde rasa apa² pon dan warna dia pon hitam. Bila tnya seller, mmg kadang² warna lain tapi tak menjejaskan keaslian dia pon. Hmm. Harap berkesan lah",2
"Skin Suitability:sngt berkesan
Absorption:cpt meresap

Make skin jdi sihat and cerah😍",2
the products are as expected. one concern on the packaging which is not that protective. suggesting to wrap with paper or bubble or add shredded paper inside packaging. thanks,2
"Skin Suitability:not sure
Absorption:fast absorbing

1st time trying this, and I can feel that my skin is dry after using it then need to apply more moisturiser after wash & dry my face. Result not sure good or not yet.",2
"Absorption:ok
Skin Suitability:ok kut

baru pakai sekali so xnmpk lagi perubahan kna pakai 1-2 seminggu so kna tggu jelah sopee kedekut late voucher x bagi sbb hari tu dh lewat sy g cancel lps baru smpi so tekan received igtkn dpt late voucher katanya x layak sbb dh cancel kita cancel sbb dh lewat hmmm hampehh!",2
Not trying yet..hopefully sesuai dgn kulit muka..lagi 3bulan nii nk kawen..,2
"Skin Suitability:blm try lagi, harap effective untuk kulit saya
Absorption:harap absorb dengan baik",2
"Skin Suitability:Belum cuba

Produk baru. Masih belum cuba. Harap kena dengan kulit",2
"Try dulu.. klau ok, boleh beli lg.. harap ok",2
Not yet used. Will update,2
Absorption:terima kasih barang sudah sampai,2
"Absorption:good
Skin Suitability:ok",2
"Skin Suitability:good
Absorption:good",2
"Skin Suitability:good
Absorption:good",2
Kualti elok,2
Blm try .. so far ok,2
Saw in Tik Tok. Wanted to try. Haven't use yet,2
Barang da dapat. Sori lmbat sahkan 😆 sume ok.,2
belum try lagi harap membantu la,2
not try yet but overall okey,2
baru cuba..nanti kta update kesan nya..,2
First trial ..baru nk cuba,2
Pesanan dihantar dgn baik dan cepat,2
Yet to try,2
Dalam keadaan baik,2
Absorption:belum guna lagi,2
Many times buying.,2
Best,2
Baru nak try..,2
Mntap,2
Tq seller,2
我是油皮可是导致我的脸有点泛红。,2
bau ubat,2
Love,2
good,2
"Absorption:good
Skin Suitability:good

First time",2
Baru smp.. belum cube lagi... nanti update balik,2
Belum cuba harap sesuai,2
harap sesuai dh bole atsi msalah kulit sya,2
"Absorption:Good
Skin Suitability:Good

Thank you very much seller 😘
Product received in good condition 
Packaging awesome and fast delivery
Recommended products
Recommended seller
Thank you very much courier services
Handling products with care and fast delivery courier service 👍",2
"Absorption:fast

The store offers a fantastic selection of products that cater to a variety of needs.
The packaging was secure, ensuring the item was undamaged.
The ordered item arrived in excellent condition, exactly as described on their Shopee shop.
I received my order at the right time, and it's looks great.
Fast delivery. 
Looks awesome and will shop here again.
I'm thrilled with my purchase and will continue to shop here for all my relatable product needs.
The order was fulfilled.",2
"Skin Suitability:Suitable
Absorption:Good

Parcel received without any damaged and the items was completed. Good product quality, good value for money, and excellent service by seller.",2
"Skin Suitability:all
Absorption:good

Second bottle from them because my first was broken 
Hopefully this item works very well as good as their advertisement
Well received with good pagkaging and fast shipping too",2
"Skin Suitability:OK
Absorption:OK

The store offers a fantastic selection of products that cater to a variety of needs.

The packaging was secure, ensuring the item was undamaged. 

The ordered item arrived in excellent condition, exactly as described on their Shopee shop.

I received my order at the right time, and it’s looks great. 

Fast delivery. Looks awesome and will shop here again.

I’m thrilled with my purchase and will continue to shop here for all my relatable product needs.

The order was fulfilled.",2
